age,age_cat,sex,race,priors_count,c_charge_degree,juv_fel_count,juv_misd_count,juv_other_count,target,age_group
26,25 - 45,Male,African-American,10,F,1,1,0,1,1
28,25 - 45,Male,African-American,5,F,0,0,0,0,1
63,Greater than 45,Male,Caucasian,2,F,0,0,0,0,3
42,25 - 45,Male,African-American,0,F,0,0,0,0,2
23,Less than 25,Male,African-American,6,F,1,2,2,0,0
54,Greater than 45,Male,African-American,28,F,0,0,0,1,3
35,25 - 45,Male,African-American,8,F,0,0,1,1,2
24,Less than 25,Female,African-American,6,F,1,0,0,1,0
54,Greater than 45,Male,African-American,2,M,0,0,0,0,3
58,Greater than 45,Male,African-American,12,M,0,0,0,1,3
23,Less than 25,Male,Caucasian,1,M,0,0,1,1,0
35,25 - 45,Male,African-American,1,M,0,0,0,0,2
20,Less than 25,Male,African-American,1,F,0,0,0,1,0
51,Greater than 45,Male,Caucasian,0,F,0,0,0,0,3
24,Less than 25,Male,Hispanic,0,F,0,0,0,0,0
37,25 - 45,Male,Caucasian,3,F,0,0,0,0,2
47,Greater than 45,Male,Caucasian,3,F,0,0,0,0,3
34,25 - 45,Male,Caucasian,4,F,0,0,0,1,2
56,Greater than 45,Male,Caucasian,0,F,0,0,0,0,3
34,25 - 45,Male,Hispanic,4,F,0,0,0,1,2
59,Greater than 45,Male,Caucasian,1,F,0,0,0,1,3
35,25 - 45,Male,Asian,0,F,0,0,0,0,2
58,Greater than 45,Male,Hispanic,1,F,0,0,0,0,3
29,25 - 45,Male,Hispanic,2,M,0,0,0,0,1
24,Less than 25,Female,Caucasian,6,F,0,0,1,1,0
21,Less than 25,Male,Caucasian,2,M,0,0,4,1,0
26,25 - 45,Male,African-American,2,M,0,0,0,0,1
50,Greater than 45,Male,Asian,5,F,0,0,0,1,3
26,25 - 45,Male,African-American,1,F,0,0,0,0,1
30,25 - 45,Female,Caucasian,0,M,0,0,0,0,1
29,25 - 45,Male,Caucasian,6,F,0,0,0,1,1
29,25 - 45,Male,Caucasian,0,M,0,0,0,1,1
54,Greater than 45,Male,African-American,0,M,0,0,0,0,3
29,25 - 45,Male,African-American,4,F,0,0,0,1,1
59,Greater than 45,Female,Caucasian,0,M,0,0,0,0,3
38,25 - 45,Male,African-American,0,F,0,0,0,0,2
22,Less than 25,Female,Hispanic,2,F,0,0,0,1,0
29,25 - 45,Male,African-American,4,F,0,0,0,1,1
27,25 - 45,Male,Caucasian,1,M,0,0,0,1,1
26,25 - 45,Male,Hispanic,7,F,0,0,0,1,1
52,Greater than 45,Male,Hispanic,20,F,0,0,0,0,3
66,Greater than 45,Male,African-American,33,F,0,0,0,1,3
27,25 - 45,Male,Caucasian,2,F,0,0,0,0,1
51,Greater than 45,Male,Caucasian,1,M,0,0,0,0,3
35,25 - 45,Male,Caucasian,1,F,0,0,0,0,2
26,25 - 45,Male,African-American,1,F,0,0,0,0,1
52,Greater than 45,Male,Caucasian,4,M,0,0,0,0,3
35,25 - 45,Female,African-American,12,M,0,0,0,0,2
48,Greater than 45,Male,Other,12,F,0,0,0,0,3
26,25 - 45,Female,African-American,0,M,0,0,0,0,1
48,Greater than 45,Female,Caucasian,0,M,0,0,0,0,3
30,25 - 45,Male,Hispanic,7,M,0,0,0,0,1
28,25 - 45,Male,Other,2,M,0,0,0,0,1
33,25 - 45,Male,African-American,2,M,0,0,0,0,2
34,25 - 45,Female,African-American,6,F,0,0,0,0,2
25,25 - 45,Male,Other,0,M,0,0,0,0,0
59,Greater than 45,Male,African-American,10,F,0,0,0,1,3
29,25 - 45,Male,African-American,5,F,0,0,0,1,1
24,Less than 25,Male,Caucasian,0,F,0,0,0,0,0
48,Greater than 45,Male,Caucasian,1,F,0,0,0,1,3
55,Greater than 45,Male,African-American,0,M,0,0,0,1,3
52,Greater than 45,Male,African-American,4,M,0,0,0,0,3
20,Less than 25,Male,African-American,0,F,0,0,0,1,0
25,25 - 45,Male,Caucasian,4,F,0,0,0,1,0
24,Less than 25,Male,Caucasian,0,F,0,0,0,0,0
23,Less than 25,Male,Caucasian,0,M,0,0,0,0,0
27,25 - 45,Male,Caucasian,6,F,0,1,3,0,1
25,25 - 45,Male,African-American,1,M,0,1,0,1,0
31,25 - 45,Male,African-American,0,F,0,0,0,0,1
25,25 - 45,Male,African-American,6,F,0,1,0,1,0
32,25 - 45,Male,Caucasian,1,F,0,0,0,1,2
21,Less than 25,Male,Caucasian,0,F,0,0,0,1,0
37,25 - 45,Male,Other,1,F,0,0,0,0,2
25,25 - 45,Male,Caucasian,0,F,0,0,0,0,0
32,25 - 45,Male,Hispanic,20,F,1,1,0,0,2
35,25 - 45,Male,African-American,0,F,0,0,0,0,2
42,25 - 45,Male,African-American,14,F,0,0,0,1,2
24,Less than 25,Male,Caucasian,9,M,0,0,1,1,0
22,Less than 25,Male,Caucasian,6,F,1,0,4,1,0
21,Less than 25,Male,Hispanic,0,F,0,0,0,1,0
47,Greater than 45,Male,Caucasian,1,M,0,0,0,0,3
27,25 - 45,Male,African-American,5,F,0,0,0,1,1
43,25 - 45,Male,Hispanic,2,M,0,0,0,1,3
46,Greater than 45,Male,Caucasian,2,F,0,0,0,1,3
44,25 - 45,Male,African-American,1,M,0,0,0,0,3
27,25 - 45,Male,African-American,0,F,0,0,0,0,1
23,Less than 25,Male,Caucasian,2,F,0,0,0,0,0
50,Greater than 45,Female,Hispanic,1,F,0,0,0,0,3
42,25 - 45,Male,African-American,8,F,0,0,0,0,2
58,Greater than 45,Male,African-American,6,F,0,0,0,0,3
26,25 - 45,Male,African-American,3,F,0,0,1,0,1
48,Greater than 45,Female,Other,0,F,0,0,0,0,3
39,25 - 45,Male,African-American,3,F,0,0,0,1,2
21,Less than 25,Male,African-American,3,F,0,2,0,1,0
63,Greater than 45,Male,Caucasian,1,M,0,0,0,0,3
22,Less than 25,Male,African-American,3,F,0,1,0,1,0
50,Greater than 45,Male,African-American,3,M,0,0,0,0,3
38,25 - 45,Male,African-American,0,F,0,0,0,0,2
41,25 - 45,Male,Caucasian,1,F,0,0,0,0,2
28,25 - 45,Male,African-American,16,F,8,0,1,1,1
30,25 - 45,Female,African-American,0,M,0,0,0,0,1
23,Less than 25,Male,African-American,1,F,0,0,0,0,0
25,25 - 45,Male,Caucasian,2,F,0,0,0,1,0
40,25 - 45,Male,Caucasian,5,F,0,0,0,0,2
24,Less than 25,Male,Hispanic,8,F,0,0,0,0,0
27,25 - 45,Male,African-American,5,M,0,0,0,1,1
44,25 - 45,Male,Caucasian,11,M,0,0,0,0,3
35,25 - 45,Female,African-American,6,F,0,0,0,1,2
42,25 - 45,Male,Caucasian,0,M,0,0,0,0,2
38,25 - 45,Male,African-American,15,F,0,0,0,0,2
26,25 - 45,Male,Hispanic,4,F,0,0,0,0,1
25,25 - 45,Female,African-American,0,M,0,0,0,0,0
24,Less than 25,Male,Caucasian,1,F,0,0,0,0,0
64,Greater than 45,Male,Hispanic,1,F,0,0,0,0,3
49,Greater than 45,Female,Caucasian,2,M,0,0,0,1,3
50,Greater than 45,Male,Caucasian,5,F,0,0,0,1,3
28,25 - 45,Male,Caucasian,8,F,0,0,0,1,1
66,Greater than 45,Male,Caucasian,0,M,0,0,0,1,3
46,Greater than 45,Female,Caucasian,0,M,0,0,0,0,3
30,25 - 45,Male,African-American,5,F,0,0,1,1,1
22,Less than 25,Female,Caucasian,0,M,0,0,0,0,0
23,Less than 25,Male,Caucasian,1,M,0,0,0,0,0
30,25 - 45,Male,Other,0,M,0,0,0,1,1
24,Less than 25,Male,African-American,10,F,1,0,0,1,0
31,25 - 45,Male,Hispanic,0,M,0,0,0,0,1
31,25 - 45,Male,Other,1,F,0,0,0,0,1
21,Less than 25,Male,African-American,4,F,4,0,0,1,0
28,25 - 45,Male,African-American,4,F,0,0,0,0,1
25,25 - 45,Male,African-American,0,M,0,0,0,0,0
21,Less than 25,Female,Caucasian,0,F,0,0,0,0,0
27,25 - 45,Male,African-American,0,M,0,0,0,0,1
20,Less than 25,Male,Hispanic,0,M,0,0,0,1,0
32,25 - 45,Male,Hispanic,1,F,0,0,0,0,2
24,Less than 25,Female,Caucasian,0,F,0,0,1,0,0
20,Less than 25,Male,African-American,1,F,1,0,0,0,0
31,25 - 45,Male,African-American,3,M,0,0,0,1,1
27,25 - 45,Male,African-American,3,M,0,0,0,1,1
59,Greater than 45,Male,African-American,17,F,0,0,0,1,3
40,25 - 45,Male,African-American,0,F,0,0,0,0,2
22,Less than 25,Male,African-American,11,F,0,0,0,1,0
38,25 - 45,Female,African-American,1,F,0,0,0,0,2
36,25 - 45,Male,Hispanic,1,M,0,0,0,1,2
30,25 - 45,Male,African-American,1,M,0,0,0,0,1
27,25 - 45,Male,Caucasian,6,F,0,0,0,1,1
43,25 - 45,Male,African-American,1,M,0,0,0,0,3
59,Greater than 45,Female,Caucasian,0,M,0,0,0,0,3
37,25 - 45,Male,Caucasian,2,M,0,0,0,0,2
28,25 - 45,Male,African-American,5,M,0,0,0,1,1
38,25 - 45,Male,Caucasian,0,F,0,0,0,0,2
22,Less than 25,Male,African-American,0,F,0,0,1,1,0
43,25 - 45,Male,Hispanic,1,M,0,0,0,0,3
25,25 - 45,Male,African-American,4,F,0,0,0,1,0
51,Greater than 45,Male,Caucasian,0,M,0,0,0,0,3
30,25 - 45,Male,Hispanic,6,F,0,0,0,1,1
29,25 - 45,Male,Caucasian,2,M,0,0,0,1,1
28,25 - 45,Male,African-American,10,F,0,0,0,0,1
26,25 - 45,Male,African-American,6,M,0,0,0,0,1
55,Greater than 45,Male,African-American,9,M,0,0,0,1,3
23,Less than 25,Female,Caucasian,3,F,0,0,0,0,0
22,Less than 25,Female,African-American,0,M,0,0,0,0,0
19,Less than 25,Female,Caucasian,2,F,0,0,0,1,0
31,25 - 45,Male,African-American,1,M,0,0,0,0,1
29,25 - 45,Male,African-American,0,M,0,0,0,0,1
61,Greater than 45,Male,African-American,15,F,0,0,0,1,3
24,Less than 25,Male,African-American,4,F,0,0,0,1,0
31,25 - 45,Male,Hispanic,0,M,0,0,0,0,1
20,Less than 25,Male,African-American,4,F,0,1,1,1,0
26,25 - 45,Male,Caucasian,3,F,0,0,0,1,1
27,25 - 45,Male,Caucasian,5,M,0,0,0,0,1
25,25 - 45,Male,Caucasian,1,F,0,0,0,0,0
23,Less than 25,Male,Caucasian,3,F,0,2,0,1,0
38,25 - 45,Male,African-American,0,F,0,0,0,0,2
27,25 - 45,Male,African-American,18,F,0,2,1,1,1
35,25 - 45,Female,Caucasian,0,F,0,0,0,1,2
22,Less than 25,Male,Other,0,F,0,0,0,0,0
58,Greater than 45,Female,African-American,4,F,0,0,0,1,3
57,Greater than 45,Female,Caucasian,0,M,0,0,0,1,3
21,Less than 25,Male,African-American,0,F,0,0,1,0,0
22,Less than 25,Female,African-American,0,F,0,0,0,0,0
30,25 - 45,Male,African-American,0,F,0,0,0,0,1
24,Less than 25,Male,Caucasian,1,F,0,0,0,1,0
22,Less than 25,Male,Caucasian,2,F,0,0,0,1,0
29,25 - 45,Male,Caucasian,3,F,0,0,0,1,1
30,25 - 45,Male,African-American,8,F,0,0,0,1,1
31,25 - 45,Female,African-American,10,F,0,0,0,0,1
45,Greater than 45,Female,Caucasian,1,F,0,0,0,0,3
23,Less than 25,Male,African-American,4,F,0,0,0,0,0
39,25 - 45,Male,Caucasian,2,F,0,0,0,1,2
31,25 - 45,Male,African-American,0,F,0,0,0,1,1
22,Less than 25,Male,African-American,1,F,0,0,0,1,0
27,25 - 45,Female,African-American,9,F,0,0,0,1,1
27,25 - 45,Male,African-American,13,F,0,0,0,1,1
38,25 - 45,Male,Caucasian,1,F,0,0,0,1,2
31,25 - 45,Male,African-American,23,F,0,0,0,1,1
47,Greater than 45,Male,African-American,20,F,0,0,0,0,3
22,Less than 25,Male,African-American,3,F,0,1,0,0,0
35,25 - 45,Male,African-American,1,M,0,0,1,1,2
23,Less than 25,Male,Hispanic,2,M,0,0,0,1,0
65,Greater than 45,Male,African-American,2,M,0,0,0,1,3
35,25 - 45,Male,African-American,0,M,0,0,0,0,2
33,25 - 45,Female,African-American,0,F,0,0,0,0,2
53,Greater than 45,Male,Caucasian,1,M,0,0,0,0,3
52,Greater than 45,Male,Hispanic,0,F,0,0,0,0,3
21,Less than 25,Male,African-American,0,F,0,0,0,0,0
37,25 - 45,Male,African-American,11,F,0,0,0,0,2
30,25 - 45,Male,Other,4,M,0,0,0,1,1
33,25 - 45,Male,Caucasian,5,F,0,0,0,0,2
31,25 - 45,Male,African-American,2,M,0,0,0,0,1
54,Greater than 45,Male,Other,0,F,0,0,0,0,3
31,25 - 45,Female,African-American,0,M,0,0,0,0,1
59,Greater than 45,Female,Caucasian,2,F,0,0,0,0,3
27,25 - 45,Male,African-American,0,M,0,0,0,0,1
36,25 - 45,Male,African-American,0,M,0,0,0,1,2
46,Greater than 45,Male,African-American,17,F,0,0,0,1,3
22,Less than 25,Male,African-American,3,F,0,0,1,0,0
28,25 - 45,Female,Caucasian,0,M,0,0,0,0,1
34,25 - 45,Female,Caucasian,15,F,0,0,1,1,2
29,25 - 45,Male,Hispanic,7,F,0,0,0,1,1
23,Less than 25,Male,African-American,2,M,0,0,1,1,0
27,25 - 45,Male,African-American,3,F,0,0,0,0,1
21,Less than 25,Male,Asian,0,F,0,0,1,1,0
48,Greater than 45,Male,Caucasian,3,F,0,0,0,1,3
30,25 - 45,Male,African-American,15,F,0,0,0,1,1
32,25 - 45,Female,African-American,2,F,0,0,0,0,2
31,25 - 45,Male,African-American,5,F,0,0,0,0,1
36,25 - 45,Male,African-American,4,M,0,1,0,0,2
36,25 - 45,Male,African-American,1,M,0,0,0,0,2
44,25 - 45,Male,African-American,14,F,0,0,0,1,3
53,Greater than 45,Male,Caucasian,2,F,0,0,0,0,3
33,25 - 45,Male,African-American,3,M,0,0,0,1,2
21,Less than 25,Male,African-American,2,F,1,0,0,0,0
33,25 - 45,Male,African-American,4,F,0,0,0,1,2
47,Greater than 45,Male,Caucasian,2,F,0,0,0,1,3
57,Greater than 45,Male,African-American,20,F,0,0,0,1,3
28,25 - 45,Male,African-American,2,M,0,0,0,0,1
24,Less than 25,Male,African-American,1,M,0,0,0,0,0
44,25 - 45,Male,African-American,1,F,0,0,0,0,3
46,Greater than 45,Male,African-American,0,F,0,0,0,0,3
37,25 - 45,Male,African-American,6,F,0,0,0,0,2
26,25 - 45,Male,African-American,10,M,0,0,0,1,1
27,25 - 45,Male,African-American,10,F,0,1,0,1,1
40,25 - 45,Male,Caucasian,1,F,0,0,0,0,2
60,Greater than 45,Female,Caucasian,9,F,0,0,0,1,3
53,Greater than 45,Male,Caucasian,1,F,0,0,0,0,3
26,25 - 45,Male,African-American,8,F,0,1,0,0,1
28,25 - 45,Male,African-American,0,F,0,0,0,0,1
23,Less than 25,Male,Hispanic,0,M,0,0,0,0,0
46,Greater than 45,Female,Caucasian,2,F,0,0,0,0,3
23,Less than 25,Male,African-American,0,F,0,0,0,1,0
37,25 - 45,Male,African-American,5,F,0,0,0,1,2
44,25 - 45,Male,African-American,1,M,0,0,1,0,3
50,Greater than 45,Male,African-American,18,F,0,0,0,1,3
45,Greater than 45,Male,African-American,0,M,0,0,0,0,3
22,Less than 25,Male,African-American,1,F,0,0,0,0,0
26,25 - 45,Male,Caucasian,1,F,0,0,0,1,1
62,Greater than 45,Male,Caucasian,0,F,0,0,0,0,3
34,25 - 45,Male,Caucasian,0,M,0,0,0,1,2
24,Less than 25,Male,Hispanic,1,F,0,0,0,0,0
21,Less than 25,Male,Caucasian,0,M,0,0,0,0,0
25,25 - 45,Male,Caucasian,0,F,0,0,0,1,0
68,Greater than 45,Male,Caucasian,0,M,0,0,0,0,3
41,25 - 45,Male,Caucasian,2,M,0,0,0,0,2
21,Less than 25,Male,Caucasian,1,F,0,0,0,0,0
37,25 - 45,Female,Hispanic,1,F,0,0,0,0,2
22,Less than 25,Male,African-American,0,F,0,0,0,0,0
38,25 - 45,Male,Caucasian,11,F,0,0,0,1,2
42,25 - 45,Male,Caucasian,1,F,0,0,0,0,2
22,Less than 25,Male,Caucasian,1,F,0,1,1,1,0
45,Greater than 45,Male,African-American,0,F,0,0,0,1,3
36,25 - 45,Female,African-American,4,F,0,0,0,1,2
48,Greater than 45,Male,African-American,2,F,0,0,0,0,3
45,Greater than 45,Female,Caucasian,1,F,0,0,0,0,3
23,Less than 25,Male,African-American,6,F,0,0,1,1,0
24,Less than 25,Male,African-American,0,F,0,0,0,0,0
29,25 - 45,Male,African-American,0,F,0,0,0,0,1
24,Less than 25,Male,African-American,0,F,0,0,0,0,0
50,Greater than 45,Male,African-American,11,F,0,0,0,0,3
34,25 - 45,Male,African-American,10,F,0,1,0,1,2
23,Less than 25,Male,African-American,0,F,0,0,0,0,0
22,Less than 25,Female,Caucasian,0,M,0,0,0,0,0
36,25 - 45,Male,Other,0,F,0,0,0,0,2
30,25 - 45,Male,Caucasian,22,F,0,0,0,1,1
21,Less than 25,Male,African-American,0,F,0,0,0,1,0
53,Greater than 45,Female,Caucasian,0,F,0,0,0,0,3
24,Less than 25,Male,Caucasian,1,F,0,0,0,0,0
25,25 - 45,Male,African-American,7,M,0,1,1,1,0
25,25 - 45,Female,African-American,1,M,0,0,0,0,0
71,Greater than 45,Male,African-American,8,F,0,0,0,0,3
39,25 - 45,Male,African-American,10,M,0,4,0,0,2
37,25 - 45,Female,African-American,0,F,0,0,0,0,2
20,Less than 25,Male,African-American,0,F,0,0,2,1,0
29,25 - 45,Female,African-American,3,F,0,0,0,0,1
22,Less than 25,Male,African-American,2,F,0,0,0,1,0
26,25 - 45,Male,African-American,4,F,0,0,0,1,1
35,25 - 45,Male,Hispanic,5,F,0,0,0,0,2
47,Greater than 45,Female,African-American,19,F,0,0,0,1,3
21,Less than 25,Male,Other,1,F,0,0,0,1,0
23,Less than 25,Female,Other,0,M,0,0,0,0,0
20,Less than 25,Female,Caucasian,1,F,0,0,0,1,0
23,Less than 25,Female,African-American,0,F,0,0,0,0,0
27,25 - 45,Male,Native American,3,M,0,0,0,0,1
55,Greater than 45,Male,Caucasian,18,F,0,0,0,1,3
53,Greater than 45,Female,African-American,0,F,0,0,0,0,3
23,Less than 25,Female,African-American,0,F,0,0,0,0,0
26,25 - 45,Male,African-American,5,F,0,0,1,1,1
25,25 - 45,Male,African-American,6,F,0,0,0,0,0
23,Less than 25,Male,Other,2,M,0,0,0,0,0
27,25 - 45,Male,African-American,4,F,0,0,0,1,1
26,25 - 45,Male,African-American,2,M,0,0,0,0,1
29,25 - 45,Male,African-American,1,M,0,0,0,0,1
27,25 - 45,Male,Other,1,F,0,0,0,1,1
28,25 - 45,Male,Hispanic,0,F,0,0,0,0,1
31,25 - 45,Male,African-American,0,M,0,0,0,0,1
41,25 - 45,Male,African-American,8,F,0,0,0,1,2
25,25 - 45,Male,Caucasian,0,M,0,0,0,0,0
47,Greater than 45,Male,Caucasian,0,M,0,0,0,0,3
37,25 - 45,Male,African-American,4,F,0,0,0,0,2
35,25 - 45,Female,African-American,4,F,0,0,0,0,2
24,Less than 25,Male,Caucasian,1,M,0,0,0,1,0
21,Less than 25,Male,Caucasian,2,F,0,2,1,1,0
22,Less than 25,Male,Caucasian,0,F,0,0,0,1,0
57,Greater than 45,Male,African-American,11,F,0,0,0,0,3
48,Greater than 45,Male,Caucasian,0,F,0,0,0,0,3
36,25 - 45,Male,Other,0,F,0,0,0,0,2
37,25 - 45,Female,African-American,3,F,0,0,0,0,2
31,25 - 45,Male,Caucasian,0,M,0,0,0,0,1
22,Less than 25,Male,African-American,1,F,0,1,0,1,0
31,25 - 45,Male,Caucasian,2,M,0,0,0,0,1
24,Less than 25,Male,African-American,0,F,0,0,0,1,0
32,25 - 45,Male,African-American,22,F,0,0,1,1,2
23,Less than 25,Female,Other,0,M,0,0,0,0,0
63,Greater than 45,Male,African-American,0,M,0,0,0,0,3
30,25 - 45,Male,Other,0,F,0,0,0,0,1
26,25 - 45,Male,Caucasian,2,F,0,0,0,1,1
48,Greater than 45,Male,Caucasian,2,M,0,0,0,0,3
20,Less than 25,Male,Caucasian,0,F,0,0,2,0,0
24,Less than 25,Female,African-American,1,M,0,0,0,1,0
36,25 - 45,Female,African-American,1,M,0,0,0,0,2
83,Greater than 45,Male,Hispanic,0,M,0,0,0,0,3
28,25 - 45,Male,Caucasian,2,F,0,0,0,0,1
36,25 - 45,Male,African-American,3,F,0,0,0,1,2
33,25 - 45,Female,African-American,0,M,0,0,0,0,2
39,25 - 45,Male,African-American,0,F,0,0,0,0,2
29,25 - 45,Male,Other,3,M,0,0,0,0,1
30,25 - 45,Male,African-American,17,F,0,0,0,1,1
19,Less than 25,Female,Caucasian,1,M,1,1,0,1,0
24,Less than 25,Male,African-American,1,F,0,0,0,1,0
36,25 - 45,Male,Hispanic,11,F,0,0,0,0,2
29,25 - 45,Female,Caucasian,1,F,0,0,0,0,1
35,25 - 45,Male,African-American,7,F,0,0,0,0,2
24,Less than 25,Male,African-American,0,F,0,0,1,0,0
26,25 - 45,Male,Caucasian,0,M,0,0,0,0,1
26,25 - 45,Male,Caucasian,8,F,0,0,0,0,1
52,Greater than 45,Male,African-American,7,M,0,0,0,0,3
28,25 - 45,Male,African-American,14,F,0,0,0,1,1
32,25 - 45,Male,African-American,0,M,0,0,0,0,2
32,25 - 45,Female,Caucasian,1,M,0,0,0,1,2
33,25 - 45,Male,African-American,5,M,0,0,0,1,2
29,25 - 45,Male,African-American,16,F,0,1,0,0,1
34,25 - 45,Male,Caucasian,1,M,0,0,0,1,2
37,25 - 45,Female,Other,0,M,0,0,0,1,2
43,25 - 45,Male,Caucasian,0,M,0,0,0,0,3
47,Greater than 45,Male,Caucasian,2,F,0,0,0,0,3
25,25 - 45,Male,African-American,3,M,0,0,0,1,0
23,Less than 25,Female,African-American,1,F,0,0,0,0,0
39,25 - 45,Male,Caucasian,2,M,0,0,0,0,2
35,25 - 45,Male,African-American,13,F,0,0,0,1,2
33,25 - 45,Male,Other,0,F,0,0,0,0,2
21,Less than 25,Male,Other,0,F,0,0,0,1,0
43,25 - 45,Male,African-American,20,F,1,0,0,0,3
25,25 - 45,Male,African-American,3,F,0,1,1,1,0
48,Greater than 45,Male,African-American,25,F,1,0,0,1,3
22,Less than 25,Male,African-American,1,M,0,0,1,1,0
52,Greater than 45,Male,African-American,9,M,1,0,0,1,3
26,25 - 45,Male,Caucasian,5,F,0,0,0,1,1
67,Greater than 45,Male,African-American,4,M,0,0,0,1,3
34,25 - 45,Male,African-American,4,M,0,0,0,0,2
56,Greater than 45,Male,Caucasian,4,M,0,0,0,0,3
28,25 - 45,Male,African-American,1,F,0,0,0,1,1
29,25 - 45,Male,African-American,2,M,0,0,0,0,1
24,Less than 25,Female,African-American,0,M,0,0,0,1,0
37,25 - 45,Male,African-American,6,F,0,0,0,1,2
43,25 - 45,Male,Other,3,F,0,0,0,0,3
51,Greater than 45,Male,Caucasian,0,F,0,0,0,0,3
20,Less than 25,Male,African-American,1,M,0,0,1,1,0
26,25 - 45,Male,Caucasian,4,M,0,0,0,1,1
39,25 - 45,Female,Caucasian,1,M,0,0,0,1,2
21,Less than 25,Male,African-American,1,F,0,0,1,0,0
21,Less than 25,Male,African-American,1,F,0,1,1,1,0
24,Less than 25,Male,Caucasian,3,F,0,2,0,1,0
26,25 - 45,Male,African-American,4,M,0,1,0,1,1
48,Greater than 45,Male,Caucasian,1,F,0,0,0,0,3
24,Less than 25,Male,African-American,5,F,0,1,0,1,0
26,25 - 45,Male,Caucasian,0,F,0,0,0,0,1
46,Greater than 45,Male,Caucasian,0,F,0,0,0,0,3
30,25 - 45,Female,Hispanic,1,M,0,0,0,0,1
24,Less than 25,Male,African-American,7,M,0,1,1,0,0
21,Less than 25,Female,Caucasian,0,M,0,0,0,0,0
24,Less than 25,Male,African-American,1,F,0,0,0,1,0
30,25 - 45,Male,African-American,1,F,0,0,0,0,1
36,25 - 45,Male,African-American,9,M,0,0,0,0,2
30,25 - 45,Male,African-American,5,F,0,0,0,1,1
22,Less than 25,Female,Caucasian,1,F,0,0,0,0,0
25,25 - 45,Male,African-American,0,F,0,0,0,1,0
31,25 - 45,Male,African-American,25,M,0,3,0,1,1
24,Less than 25,Male,African-American,0,F,0,0,0,0,0
39,25 - 45,Male,African-American,13,F,0,0,0,1,2
46,Greater than 45,Male,Other,0,F,0,0,0,0,3
48,Greater than 45,Male,African-American,5,M,0,0,0,1,3
30,25 - 45,Female,African-American,4,F,0,0,0,0,1
40,25 - 45,Male,Caucasian,0,F,0,0,0,0,2
52,Greater than 45,Female,African-American,0,F,0,0,0,0,3
23,Less than 25,Male,African-American,3,F,1,0,1,0,0
26,25 - 45,Female,African-American,1,M,0,0,0,0,1
22,Less than 25,Male,Caucasian,1,F,0,1,0,1,0
42,25 - 45,Male,Caucasian,3,F,0,0,0,0,2
23,Less than 25,Male,African-American,6,F,0,3,1,1,0
33,25 - 45,Male,Other,4,F,0,0,0,1,2
28,25 - 45,Male,African-American,1,F,0,0,0,0,1
37,25 - 45,Female,Caucasian,4,M,0,0,0,0,2
50,Greater than 45,Male,Caucasian,1,F,0,0,0,0,3
38,25 - 45,Male,Native American,25,M,0,0,1,1,2
32,25 - 45,Male,African-American,1,F,0,0,0,0,2
24,Less than 25,Male,Hispanic,3,F,0,0,0,1,0
51,Greater than 45,Male,African-American,3,F,0,0,0,0,3
19,Less than 25,Male,Caucasian,1,M,0,0,0,1,0
32,25 - 45,Male,African-American,4,F,0,0,0,0,2
31,25 - 45,Female,Caucasian,1,F,0,0,0,1,1
29,25 - 45,Female,African-American,1,F,0,0,0,0,1
43,25 - 45,Male,Hispanic,0,M,0,0,0,0,3
26,25 - 45,Male,African-American,9,F,0,0,0,1,1
27,25 - 45,Male,Caucasian,0,F,0,0,0,1,1
52,Greater than 45,Male,Caucasian,1,F,0,0,0,1,3
27,25 - 45,Male,Hispanic,1,M,0,0,0,0,1
57,Greater than 45,Female,Hispanic,1,M,0,0,0,0,3
28,25 - 45,Male,African-American,3,M,0,0,0,1,1
32,25 - 45,Male,African-American,3,F,0,0,0,1,2
27,25 - 45,Male,African-American,5,M,0,0,0,1,1
45,Greater than 45,Male,Hispanic,0,M,0,0,0,1,3
42,25 - 45,Female,Caucasian,0,M,0,0,0,0,2
33,25 - 45,Male,African-American,0,F,0,0,0,1,2
26,25 - 45,Male,Caucasian,4,M,0,0,0,0,1
28,25 - 45,Female,Caucasian,3,M,0,0,1,0,1
53,Greater than 45,Female,Caucasian,0,M,0,0,0,0,3
24,Less than 25,Male,Caucasian,0,F,0,0,0,0,0
28,25 - 45,Male,Hispanic,1,F,0,0,0,0,1
28,25 - 45,Male,Hispanic,1,F,0,0,0,0,1
39,25 - 45,Male,African-American,6,M,0,0,1,1,2
22,Less than 25,Male,African-American,1,F,0,0,0,1,0
46,Greater than 45,Male,African-American,2,F,0,0,0,1,3
25,25 - 45,Male,African-American,0,M,0,0,0,0,0
52,Greater than 45,Male,Caucasian,1,F,0,0,0,0,3
28,25 - 45,Male,African-American,4,M,0,0,0,1,1
57,Greater than 45,Female,Caucasian,1,F,0,0,0,1,3
49,Greater than 45,Male,African-American,3,F,0,0,0,1,3
21,Less than 25,Male,African-American,2,F,0,0,0,1,0
32,25 - 45,Male,African-American,19,F,0,0,0,1,2
63,Greater than 45,Male,African-American,3,M,0,0,0,0,3
29,25 - 45,Male,Caucasian,2,F,0,0,0,0,1
46,Greater than 45,Male,African-American,0,M,0,0,0,0,3
23,Less than 25,Male,African-American,5,F,0,0,0,1,0
28,25 - 45,Male,African-American,10,M,0,0,0,1,1
27,25 - 45,Male,African-American,1,F,0,0,0,0,1
69,Greater than 45,Female,Hispanic,0,M,0,0,0,0,3
47,Greater than 45,Male,Hispanic,0,M,0,0,0,0,3
